Overall Qual,Overall Cond,Year Built,Total Bsmt SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Garage Yr Blt,Garage Area,SalePrice,Has_remod,External_SF,Lot Shape,Garage Finish,Exter Qual,Electrical,Heating QC,Mas Vnr Type,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
7,5,2002,1431.0,1444,2,6,2002.0,577.0,203000,-1,184,3,2.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1990,1453.0,2810,2,9,1990.0,750.0,302000,0,500,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,5,1980,923.0,923,2,5,1980.0,264.0,143000,0,80,1,2.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,5,1998,1028.0,2452,2,9,1998.0,683.0,267000,1,258,2,3.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1964,0.0,1224,2,8,1964.0,530.0,103000,0,0,3,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1998,1237.0,1337,2,5,1998.0,405.0,153500,0,199,1,3.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1975,1390.0,1701,2,6,1975.0,611.0,171000,6,0,3,3.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,1924,1093.0,1669,1,9,1924.0,288.0,107000,26,0,1,1.0,2,3,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1968,952.0,952,1,5,1968.0,288.0,128500,0,0,3,1.0,2,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1957,922.0,922,1,5,1957.0,308.0,116000,0,34,1,1.0,2,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1977,1126.0,1126,2,5,1977.0,484.0,160000,0,336,1,2.0,2,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1992,1280.0,1280,2,5,1992.0,506.0,180000,0,82,3,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,1970,914.0,914,1,5,1970.0,368.0,133000,32,120,1,2.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1997,1288.0,1368,2,8,1997.0,784.0,215000,0,48,1,3.0,2,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1942,771.0,1494,1,7,1942.0,213.0,177500,8,0,3,1.0,2,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2006,1524.0,1534,2,7,2006.0,484.0,215000,0,214,1,3.0,3,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,6,1938,952.0,1582,2,6,1938.0,250.0,150000,12,189,1,1.0,2,4,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1990,1673.0,3222,3,11,1990.0,594.0,320000,0,367,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,6,1964,1516.0,1516,1,6,1964.0,472.0,167000,0,0,1,2.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1935,0.0,1032,1,6,1939.0,260.0,125000,15,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1949,448.0,1588,2,6,0.0,0.0,65000,43,0,1,0.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,5,2007,1316.0,1316,2,6,2007.0,440.0,200141,0,20,3,3.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2007,1528.0,1528,3,6,2007.0,480.0,235876,0,228,1,1.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,6,1900,760.0,2168,2,11,1998.0,576.0,123000,93,627,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1951,806.0,1422,1,7,1951.0,288.0,137500,0,0,1,1.0,2,5,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,1994,990.0,990,1,5,0.0,0.0,123600,1,0,1,0.0,2,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1965,1088.0,1324,2,6,1965.0,440.0,160000,0,138,1,2.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2000,924.0,1690,2,7,2000.0,463.0,181000,0,148,1,2.0,2,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1955,825.0,825,1,4,1963.0,720.0,125000,40,190,3,2.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,1968,727.0,1556,1,8,1968.0,441.0,154000,0,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,5,1993,1152.0,1797,2,7,1993.0,616.0,231000,1,474,1,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1968,1056.0,1056,1,6,1968.0,304.0,142000,0,85,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,9,1892,1107.0,3608,2,12,1993.0,840.0,475000,101,260,4,1.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,5,2005,1573.0,1778,2,5,2005.0,495.0,375000,1,176,3,3.0,3,5,5.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1971,864.0,864,1,5,0.0,0.0,115000,0,0,1,0.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2004,1221.0,1221,2,6,2004.0,400.0,185000,1,113,1,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,8,1920,660.0,865,1,4,1920.0,216.0,108500,75,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2005,600.0,1223,2,4,2005.0,480.0,147400,0,166,1,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,1999,691.0,1452,2,6,1999.0,506.0,156000,0,34,1,1.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,6,1915,880.0,1308,2,6,1950.0,400.0,120000,63,0,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2004,384.0,1374,2,7,2004.0,400.0,167000,0,0,3,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2005,1346.0,1504,2,7,2005.0,437.0,191000,1,176,1,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1997,384.0,1384,2,7,1997.0,390.0,161500,0,0,3,3.0,2,5,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1955,1204.0,1411,1,7,1955.0,310.0,130000,20,360,3,2.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1963,970.0,970,1,5,1996.0,624.0,132500,0,24,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,8,1970,864.0,904,1,5,1979.0,912.0,144000,0,143,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,6,1979,0.0,2233,2,11,1979.0,579.0,141000,0,0,3,3.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,1972,385.0,875,1,5,1975.0,728.0,117000,34,352,1,1.0,2,5,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,1935,520.0,754,1,5,0.0,0.0,84500,47,53,1,0.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,1954,1364.0,1663,1,6,1954.0,529.0,256000,40,361,3,3.0,2,5,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1965,925.0,925,1,5,1965.0,429.0,117500,0,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1940,728.0,1308,1,7,1940.0,256.0,160000,10,70,3,1.0,3,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1956,1240.0,1375,1,6,1956.0,323.0,187000,42,0,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,5,2003,1317.0,2385,2,7,2003.0,818.0,350000,0,420,1,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,1974,896.0,1792,2,8,1982.0,480.0,133000,0,45,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2007,2418.0,2464,2,9,2007.0,650.0,417500,0,436,1,3.0,3,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,5,2007,1386.0,1569,2,7,2007.0,660.0,175900,0,163,1,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2009,1555.0,1680,1,8,2009.0,1138.0,323262,0,209,1,3.0,4,5,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2003,1337.0,1337,2,6,2003.0,531.0,185000,0,39,1,2.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,1934,816.0,816,1,4,1949.0,240.0,129800,16,228,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2005,1541.0,1541,2,7,2005.0,532.0,220000,0,70,1,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,7,1935,884.0,1573,1,6,1935.0,240.0,133000,60,0,1,1.0,2,5,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,1949,832.0,1461,2,6,1949.0,384.0,133500,47,204,1,1.0,2,3,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1976,1958.0,2048,3,9,1976.0,776.0,170000,0,0,3,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1993,903.0,1642,2,7,1993.0,392.0,168000,1,374,3,2.0,2,5,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1922,738.0,1470,1,6,1970.0,624.0,140750,72,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,5,1999,938.0,2299,3,7,1999.0,482.0,204000,4,218,1,3.0,2,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2001,884.0,2035,2,8,2001.0,434.0,222500,0,192,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1962,925.0,999,1,6,1962.0,300.0,134500,0,222,3,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2004,1378.0,1378,2,6,2004.0,540.0,214000,0,216,3,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,7,1939,793.0,1118,1,5,1939.0,410.0,119900,11,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,1955,1440.0,1440,2,8,0.0,0.0,118000,0,0,1,0.0,2,3,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1960,1010.0,1134,1,6,1960.0,254.0,135000,42,16,1,2.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1923,833.0,1848,1,8,1922.0,370.0,207000,77,0,1,1.0,2,5,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1925,1181.0,1694,2,7,1925.0,576.0,136500,25,342,1,1.0,2,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,7,1954,901.0,901,1,4,1954.0,281.0,107900,46,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,5,1938,861.0,1409,1,6,1968.0,528.0,126000,12,225,1,1.0,2,5,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1960,1080.0,1656,1,7,1960.0,528.0,215000,0,272,3,3.0,2,5,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2007,1682.0,2332,2,9,2008.0,846.0,426000,1,330,1,3.0,4,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,7,1950,1113.0,1113,1,5,1950.0,264.0,147000,57,80,1,1.0,3,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,8,1916,816.0,1232,1,6,1916.0,440.0,147500,84,0,1,1.0,3,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2007,1950.0,1950,2,7,2007.0,706.0,383000,0,363,3,3.0,4,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,5,1988,1845.0,1872,2,6,1988.0,604.0,241500,0,236,1,3.0,2,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,6,1914,676.0,1264,1,6,1994.0,400.0,147500,81,424,1,1.0,2,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2005,1168.0,2500,3,9,2005.0,683.0,355000,0,224,3,3.0,3,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,6,1924,784.0,784,1,5,0.0,0.0,109500,26,0,1,0.0,2,5,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1940,0.0,612,1,4,1965.0,308.0,45000,10,0,1,1.0,2,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,7,1940,1032.0,2403,2,10,1940.0,349.0,244400,10,56,1,1.0,2,5,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1953,1416.0,1644,1,7,1953.0,418.0,167000,0,110,1,3.0,2,5,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2002,860.0,1729,2,7,2002.0,542.0,200000,0,449,1,3.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1936,830.0,879,1,4,1936.0,180.0,80000,14,108,3,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,7,1955,864.0,864,1,5,1957.0,572.0,115000,35,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1956,1196.0,1196,1,6,1956.0,297.0,139000,0,44,1,2.0,2,4,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1978,672.0,1400,1,6,1978.0,440.0,149500,0,0,1,3.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,1940,755.0,1510,1,7,1940.0,296.0,108000,10,120,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,1900,0.0,1294,2,7,0.0,0.0,106250,100,334,1,0.0,2,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,5,2006,1240.0,1240,2,5,2006.0,826.0,194000,0,233,1,2.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,1962,988.0,988,1,6,1977.0,624.0,129500,0,0,1,1.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,5,1968,1560.0,1560,2,8,1968.0,792.0,126000,0,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1950,1078.0,1368,1,6,1950.0,195.0,120000,0,41,1,2.0,2,4,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2004,1473.0,1484,2,7,2004.0,606.0,213000,1,35,1,2.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1980,1226.0,1226,1,4,1980.0,484.0,190000,0,211,3,3.0,3,5,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1993,1160.0,1169,2,6,1993.0,402.0,183500,1,26,3,3.0,2,5,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1963,725.0,1651,2,6,1963.0,276.0,172000,36,506,3,1.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,1938,816.0,816,1,3,1958.0,288.0,100000,20,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2007,1564.0,1564,2,6,2007.0,814.0,218836,0,24,1,2.0,3,5,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1905,482.0,1912,2,7,2003.0,672.0,163000,95,25,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,5,2006,1510.0,1525,2,6,2006.0,534.0,206580,0,118,3,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2005,728.0,1456,2,8,2005.0,390.0,163990,1,24,1,3.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,1910,396.0,1330,1,7,2001.0,390.0,116500,94,72,1,1.0,1,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2002,840.0,1720,2,7,2002.0,400.0,188000,1,186,3,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1966,793.0,1280,2,6,1966.0,432.0,175000,0,180,3,3.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1988,1166.0,1179,2,5,1988.0,480.0,182000,0,108,3,2.0,3,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,7,1926,850.0,960,1,5,1981.0,576.0,103000,54,0,1,2.0,3,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,5,2001,2633.0,2633,2,8,2001.0,804.0,466500,1,454,1,2.0,4,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,8,1959,988.0,988,2,6,1959.0,297.0,149500,39,156,3,1.0,3,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1978,1061.0,1055,2,4,1978.0,319.0,142500,0,140,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,1926,1290.0,1422,1,6,1973.0,352.0,136500,24,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1993,630.0,1320,2,5,1993.0,484.0,137000,1,48,3,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,1988,1675.0,1688,2,6,1988.0,528.0,226500,0,48,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,5,1990,1300.0,1341,1,5,1990.0,506.0,171500,0,192,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1976,911.0,954,1,6,1976.0,576.0,132500,0,0,3,1.0,2,5,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1949,0.0,1040,2,6,1949.0,400.0,87500,1,0,1,1.0,2,4,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2001,858.0,1789,2,7,2001.0,546.0,223000,0,0,3,3.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,9,1962,1319.0,1537,1,7,1962.0,462.0,174000,43,36,1,2.0,3,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1951,884.0,884,1,4,1951.0,270.0,142000,40,0,1,3.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2006,1489.0,1489,2,7,2006.0,776.0,232600,0,140,1,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
